filename,zero_crossing_mean,zero_crossing_var,spectral_cent_mean,spectral_cent_var,spectral_rolloff_mean,spectral_rolloff_var,spectral_flatness_mean,spectral_flatness_var,chroma_mean,chroma_var,bandwidth_mean,bandwidth_var,tempo_mean,tempo_var
"7 Seconds -- Youssou N'Dour, Neneh Cherry_1",0.07879078516090585,0.00733469954092741,2167.678789872794,934130.5938475089,4809.514064129544,3996403.940593171,0.01452491,0.00045530518,0.4017146,0.09571512,2526.5082741844776,303650.4121478377,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_2",0.05800973843532482,0.001637865348257578,2090.689278272082,875402.1530007933,4877.382920125798,4456216.781931869,0.012971371,0.00039616,0.39211345,0.09813198,2613.6567492244276,318979.4927906732,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_3",0.06955062264356149,0.0025923529697706553,2282.754674673212,946022.2779573268,5273.76122707004,4236950.885503994,0.014530808,0.00037042497,0.39133963,0.09610978,2724.2947516964405,281862.93998033914,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_4",0.07278732689240139,0.0022319317311302795,2321.568722946827,858806.020645023,5360.568513449826,3887818.393171289,0.014137443,0.0003081557,0.38385382,0.09569517,2749.4272717906815,251339.58072199643,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_5",0.07279582366589327,0.002316394053404897,2316.2217691903957,905176.4539203643,5429.202475846505,4117502.930484942,0.014751598,0.0003761831,0.36493698,0.09630104,2774.1736482548054,261535.9429506575,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_6",0.0681735788863109,0.002166776588669898,2196.6241352904817,865417.8526405005,5184.780635966502,4422796.314196997,0.0136898225,0.00037102867,0.35869431,0.09719727,2719.6106816900897,287384.23945799394,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_7",0.07425273709396751,0.001857889728497987,2315.2424484050366,845211.8497721787,5406.345305476,4248520.279940906,0.014343437,0.00030912834,0.35929704,0.09686845,2754.1027280252174,292429.9263551923,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_8",0.08601283805829467,0.002174062817146034,2527.6632609031662,790010.2612185773,5899.835360852306,3538176.1996101197,0.017714677,0.00037273378,0.38721517,0.092115544,2886.1086575411973,235387.76604712833,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_9",0.08664783026392112,0.0021323653593690764,2519.366742656919,771200.3182722463,5837.121780289298,3601696.691200132,0.018436275,0.00037709117,0.40229458,0.086884655,2895.3447471178783,230519.90632893666,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_10",0.07659331496519721,0.0017572035222119216,2366.2250546630635,712535.7118655335,5475.541329439167,3673611.7192565184,0.01621369,0.0003444444,0.39750507,0.08741057,2811.3715384716456,222596.82626748693,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_11",0.06938805104408352,0.002507826065235646,2279.9241152677214,781197.284744008,5328.705867758483,3634511.152229169,0.0151966605,0.00044098095,0.397905,0.09456426,2760.706761218901,212961.78446090317,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_12",0.07313116299303944,0.0032458171030968104,2355.060810219503,1011572.2244308311,5545.374356511021,3952025.0340449316,0.014831818,0.0003906017,0.37778452,0.09663846,2791.3591620498228,241627.35695984808,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_13",0.07238684563515081,0.001994546458889822,2323.204931484967,825929.2683785509,5475.366465840705,3781583.4859344815,0.013485373,0.0002629382,0.3825117,0.091772415,2774.118635409245,247093.39765544122,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_14",0.0854469529437355,0.002262801410825102,2471.997358589176,737260.4249427973,5708.859330816777,3434862.1211819537,0.017589359,0.000402863,0.4001039,0.08694872,2832.7641713192925,227042.26637652717,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_15",0.10049020718532482,0.0032088219612184995,2628.7554533909056,822410.4265998746,5961.599681880801,3406338.396104863,0.022009801,0.00052570197,0.40151212,0.084677815,2886.1540191366485,221895.39245849242,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_16",0.08539710520591648,0.0025680746061272183,2407.950840129902,718567.1371172108,5519.169797255656,3442171.9138882672,0.01800721,0.00040916915,0.40317214,0.08804994,2795.2163765120113,213817.22164601053,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_17",0.0650150449535963,0.0009799137454109112,2189.187367550155,504234.421780456,5159.2255700768565,3070168.9404964535,0.013217067,0.0003016553,0.3976526,0.09633417,2718.5582320438934,178939.3376699981,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_18",0.06969620069605569,0.0010660305230910064,2170.144995642733,546806.1724268093,5088.205968586862,3034152.163101173,0.012088121,0.0003079542,0.38631603,0.09791474,2651.515608230207,207672.81863031906,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_19",0.07115311412412993,0.001043186712888524,2065.130952221405,544297.0172684552,4760.8613122643565,3023713.377405382,0.0109956395,0.00029568624,0.38197404,0.09460812,2527.518738842735,234984.72728730715,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_20",0.07272048560759861,0.0012673941570525758,2097.2723322846045,594350.5651869206,4848.418014066126,3061284.5519792708,0.011763367,0.00029728733,0.37388682,0.09001835,2555.372208542743,241802.15176085744,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_21",0.07869994833961717,0.001591736048774617,2284.464149140149,726940.8125503642,5382.201638631091,3635382.343031154,0.013327673,0.0002859897,0.38406652,0.08966021,2732.174773253483,263210.296825013,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_22",0.08679284186484919,0.0025870122025543436,2449.4306657083544,852592.9541021216,5743.2949694569315,4226194.571000152,0.01480551,0.00026891724,0.38965234,0.08711264,2824.827719199268,265649.13274890854,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_23",0.09443993800754061,0.0028694635683527564,2518.280263688332,828689.981170522,5813.540175010876,4027652.977201538,0.01764569,0.0003000336,0.3905369,0.082531095,2840.5514531779095,255517.5081558045,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_24",0.09571162177349188,0.0029217607015189096,2502.647064161918,785098.2086691406,5760.831290331352,3799088.8557869676,0.018909918,0.00030560768,0.39649472,0.07964995,2859.754181199092,259138.78925707514,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_25",0.08748901083961717,0.002431722872049092,2345.10769330508,717615.0586258671,5403.085348390371,3815977.4833448925,0.01647749,0.0002558806,0.4017971,0.07888566,2779.515885344183,251317.90706758492,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_26",0.08298742024361949,0.00229207061463324,2271.5470249544387,708128.1838794679,5256.387279537051,3742664.9760207455,0.015562249,0.00027222084,0.40278375,0.08061033,2742.707341199821,230176.56071810963,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_27",0.09402019739704176,0.002662883016527562,2392.688079935714,693908.401663589,5505.44300477632,3463928.7088575866,0.01779466,0.000292491,0.4018739,0.08194983,2778.539045664388,205204.01289041914,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_28",0.10021831043358469,0.002035804350179591,2536.711410787594,597967.1292535403,5804.297384806409,3235154.8889380484,0.020707797,0.00033834155,0.3963323,0.08163128,2831.5886548683375,191165.42910360094,151.99908088235293,0.0
"7 Seconds -- Youssou N'Dour, Neneh Cherry_29",0.1052806880800464,0.0024237787999936418,2626.338651506064,662982.8003153058,6067.242275866444,3187127.547669881,0.022014704,0.0005035151,0.4006801,0.08185598,2887.560966897568,205412.2658929872,151.99908088235293,0.0
a-ha -- Take On Me_1,0.15622175232438015,0.010430332104258795,2987.543975339614,1055255.3252743182,6106.735052944215,2433943.228297412,0.06265975,0.004878415,0.53592277,0.0821621,2744.602324382409,149225.87374392818,83.35433467741936,0.0
a-ha -- Take On Me_2,0.15374458472302785,0.005395657000236041,2890.0210627809397,706383.0435622634,5880.612855278422,1906150.7240150853,0.04914107,0.002903329,0.42261866,0.08122409,2651.9280991214005,118235.65776906088,172.265625,0.0
a-ha -- Take On Me_3,0.16841624673723898,0.00433240854714666,3016.602824975032,520110.2916962612,6112.219691442503,1310805.060905815,0.04839145,0.0023634846,0.38618928,0.080786146,2685.677903573246,79543.2264620614,112.34714673913044,0.0
a-ha -- Take On Me_4,0.15885057914008122,0.006399686651249726,3092.5431492336547,652221.0065615058,6366.833581061485,1359024.4079794309,0.05346038,0.0027922515,0.4054826,0.0838389,2776.5076785188962,75653.53510589595,112.34714673913044,0.0
a-ha -- Take On Me_5,0.15375761310904873,0.004211926571799614,3095.201735297429,426429.20988450747,6528.345094756018,896426.2734120545,0.05020878,0.0019225708,0.41078156,0.080432296,2799.67014254987,50775.77694547936,172.265625,0.0
a-ha -- Take On Me_6,0.14526763703596288,0.0017453820531593543,2980.916100648881,214451.51872307493,6404.092017791111,665155.1149928995,0.041773904,0.001043888,0.34938878,0.084105045,2758.1386158398245,40098.55450166036,172.265625,0.0
a-ha -- Take On Me_7,0.15613161162267983,0.007118002811326249,3093.334729395529,623510.3590909404,6450.568264211137,1079870.6211888096,0.04473107,0.0017467558,0.33284575,0.088565476,2782.4218646389477,57020.77252048449,172.265625,0.0
a-ha -- Take On Me_8,0.16978422726943154,0.01046819490448223,3251.2471160254886,854511.5514836801,6647.15241965451,1280150.8847282457,0.053594667,0.0025415316,0.3888659,0.0879611,2834.416148459059,64904.39325673079,172.265625,0.0
a-ha -- Take On Me_9,0.15120008428799303,0.005604229516309107,3070.999884160148,514219.18865019584,6487.114756289879,931365.2521455653,0.048854258,0.0018792584,0.41884348,0.08242002,2796.963527360204,57153.692515315335,172.265625,0.0
a-ha -- Take On Me_10,0.13178042524651973,0.0013153981328477102,2860.7590464448217,180617.3847814618,6212.441513875798,605091.8594162476,0.03531702,0.0006880102,0.35567224,0.086614884,2732.020350122831,45139.527634920705,172.265625,0.0
a-ha -- Take On Me_11,0.12595956895301624,0.0023845190669755847,2792.3139247890053,383008.4261921997,5964.834658452363,1294246.627389322,0.035143882,0.0012489624,0.34327915,0.088781655,2700.761327710446,78919.82362732335,172.265625,0.0
a-ha -- Take On Me_12,0.12645294826711137,0.0034005333509907294,2697.8603287263377,537703.5739295944,5653.24021624855,1775245.7354475756,0.0393573,0.0017461345,0.41375625,0.08295381,2636.1437244331332,110897.4409235171,172.265625,0.0
a-ha -- Take On Me_13,0.14916199155307425,0.003684730173712211,2830.1422119376098,519474.86184092244,5720.250445230931,1573696.866507041,0.036095116,0.0016705068,0.3595017,0.08593614,2576.5289864755687,100339.74833114572,172.265625,0.0
a-ha -- Take On Me_14,0.16615327273056846,0.0030416979030998053,2971.907886549796,453160.30142614903,5947.498181690473,1331573.910729057,0.038612116,0.0017965907,0.33954436,0.083575346,2605.75480751116,89519.77171398587,112.34714673913044,0.0
a-ha -- Take On Me_15,0.1576497018198956,0.00413861066110522,2956.9586310307927,480529.90901667776,6092.085397105206,1207345.272387267,0.046844162,0.002010319,0.38329992,0.07998849,2690.5237429791787,73404.82309495914,112.34714673913044,0.0
a-ha -- Take On Me_16,0.14968822505800464,0.00533188696009911,3002.2891339193156,553743.4531076836,6258.530562327799,1228425.6216785465,0.052046876,0.0021898102,0.40565744,0.08288155,2753.1979416141376,65549.85476471703,112.34714673913044,0.0
a-ha -- Take On Me_17,0.14922430122534802,0.0031759082879889277,3050.5313531181564,352920.462036237,6483.679935605786,913718.8823515715,0.051139947,0.0015613703,0.41200656,0.08103008,2802.969481724341,50931.97390293414,172.265625,0.0
a-ha -- Take On Me_18,0.16570294373549885,0.0015958573909705329,3182.3462512843807,119007.29565483228,6780.885601707511,282796.75870736083,0.048080135,0.0008647645,0.3668312,0.08240525,2833.2426463355555,25689.234301017244,172.265625,0.0
a-ha -- Take On Me_19,0.1730843740936775,0.001956652885789627,3266.5984628151814,139390.43559755807,6869.341602015661,332753.24540984345,0.051422615,0.00084988674,0.3686909,0.08221517,2858.984766200455,28967.251368598707,172.265625,0.0
a-ha -- Take On Me_20,0.18059042379640372,0.0017337363154682247,3308.881586659207,118952.10282072028,6856.1768711028135,267297.3586082883,0.056220163,0.000650733,0.39415124,0.08060407,2845.5386431911593,27759.30920838427,172.265625,0.0
a-ha -- Take On Me_21,0.18665202200551045,0.0014870313982890892,3389.8009866517805,102395.1552731531,6981.604032228828,184878.13272601966,0.062266737,0.00083170854,0.38568667,0.07672478,2887.4653887059285,24979.683388555844,172.265625,0.0
"ABBA -- Money, Money, Money_1",0.09662999260355029,0.002380053178047224,2152.0283938932157,455038.1041850105,4575.487125554734,2193857.217778896,0.010952164,0.00019010846,0.33372238,0.091502465,2336.139727887627,190209.23347267654,123.046875,0.0
"ABBA -- Money, Money, Money_2",0.09751407065690255,0.007519519498617367,2277.6008308846485,1085858.7928555827,4902.375924448956,3265289.722528165,0.016404869,0.0006697537,0.38240224,0.094014235,2527.8755926731055,199288.7071195197,123.046875,0.0
"ABBA -- Money, Money, Money_3",0.10802571236948956,0.006139225783198098,2319.6486667689605,832306.5998226492,4729.048627601145,2519482.622584036,0.017202016,0.0005904619,0.3792129,0.0897273,2400.18578796168,180021.55070842427,123.046875,0.0
"ABBA -- Money, Money, Money_4",0.10766714852813225,0.0012699632510120046,2142.6578808967565,223775.96106598468,4216.585871791618,1006481.834008321,0.013411398,0.00018611383,0.36482638,0.0844308,2171.463183805238,94168.11801549418,123.046875,0.0
"ABBA -- Money, Money, Money_5",0.11993309074100927,0.0019192818602932625,2256.1776126661166,285518.1631781405,4413.6571472592805,1013142.6778099037,0.017843416,0.00047485423,0.35998392,0.08547026,2196.7960562322437,95585.41381124011,123.046875,0.0
"ABBA -- Money, Money, Money_6",0.12095836807569606,0.0023287096970426367,2408.0564834623174,331048.8033104458,4841.810668095635,1331537.7939714508,0.022670692,0.0007139028,0.36008763,0.09039543,2377.7819263616116,108600.26189498956,123.046875,0.0
"ABBA -- Money, Money, Money_7",0.12128237837151973,0.002614187353024814,2435.2200058018484,396638.24603156187,4934.113667569968,1502237.0799868156,0.023705212,0.0009720659,0.34848782,0.09051449,2376.2763168453353,115332.17386385865,123.046875,0.0
"ABBA -- Money, Money, Money_8",0.10573838094547564,0.003713258499560408,2271.5862153819744,517257.49540476274,4682.160202699029,1664330.5664414442,0.01946905,0.0008277348,0.3592884,0.09023923,2364.5953892317657,108983.10557533597,123.046875,0.0
"ABBA -- Money, Money, Money_9",0.09505283860208817,0.00608397335271789,2265.6130408276217,907843.9505704896,4847.006615021389,2820922.55365769,0.01803094,0.0008443833,0.36939493,0.094133735,2513.1275026542658,160985.20490550512,123.046875,0.0
"ABBA -- Money, Money, Money_10",0.10817978719547564,0.0071034998879388606,2416.134973523744,991962.558277763,5082.547882150885,3153065.7436804716,0.023260035,0.0011774875,0.37119582,0.09227476,2539.557445039052,182915.14952074678,123.046875,0.0
"ABBA -- Money, Money, Money_11",0.10724967372389792,0.003933983111564938,2320.181067681211,577326.7211277836,4836.652191940981,2189955.0701815314,0.020578478,0.0008258949,0.36491632,0.08729252,2402.675881847287,152469.69158235734,123.046875,0.0
"ABBA -- Money, Money, Money_12",0.11658422908207657,0.0021410495094620983,2303.3440934858627,334863.9049983219,4636.308469130656,1347185.939267767,0.0198549,0.00059491623,0.37279013,0.084837794,2285.566083110274,115987.14731623074,123.046875,0.0
"ABBA -- Money, Money, Money_13",0.12430156521896751,0.0022805222014722283,2417.1672930255736,327256.11493470357,4828.021424331134,1288029.9809542764,0.023690775,0.0008203314,0.372624,0.08794913,2349.627143393848,102636.39753051341,123.046875,0.0
"ABBA -- Money, Money, Money_14",0.12711796240574247,0.002137080910084412,2428.5855625388685,291302.4725032968,4864.2306794699825,1188290.4610593114,0.022618257,0.0006673801,0.36385936,0.087703295,2325.1813120036477,97524.09900342868,117.45383522727273,0.0
"ABBA -- Money, Money, Money_15",0.12937470544518562,0.0020123854532281406,2353.6817948861167,277029.56986252987,4594.8158352668215,1048689.927371885,0.021049645,0.0005388987,0.36533284,0.085687116,2227.2546951805975,85988.00146914468,117.45383522727273,0.0
"ABBA -- Money, Money, Money_16",0.12802315200841066,0.0022029321919663928,2406.3704120846523,341485.1797180935,4733.79492527371,1296137.4551260355,0.022385908,0.00067116076,0.35344806,0.08765456,2308.1539777714083,104721.6416945427,123.046875,0.0
"ABBA -- Money, Money, Money_17",0.12781696363834108,0.002058237461691039,2441.6472670358544,306369.70342730585,4851.228321898564,1215352.7700922152,0.022986893,0.00065839523,0.34390327,0.0877448,2330.048368632847,96408.79653233757,123.046875,0.0
ABBA -- The Winner Takes It All_1,0.10516974305142687,0.0005178478842516437,1776.0725179247966,91048.10758745082,3456.347946548008,444065.17731440417,0.00390482,4.500542e-05,0.31399727,0.07869771,1785.9481955305923,50792.51098558744,123.046875,0.0
ABBA -- The Winner Takes It All_2,0.10536678871809745,0.0003789617437201806,1842.0730314542493,60928.11726935643,3610.2713246356584,303626.79818820505,0.0053467606,8.181538e-06,0.31477237,0.0779138,1872.262809011359,33944.06777445085,123.046875,0.0
ABBA -- The Winner Takes It All_3,0.09801651319605569,0.0014532300400069492,1976.1160474469884,260559.31878310844,4102.812120477451,1576754.8064826478,0.0077481735,0.00018688389,0.29211602,0.0823192,2113.727615136422,163503.25416865342,123.046875,0.0
ABBA -- The Winner Takes It All_4,0.10534809581641531,0.005260702177363432,2355.580912042667,750214.9008060223,5050.985002628336,3003305.7038945686,0.01310817,0.00055214245,0.2664685,0.08757706,2459.4403539703835,221372.33603136733,117.45383522727273,0.0
ABBA -- The Winner Takes It All_5,0.12438370069605569,0.007063059891763743,2683.3154264766963,746431.5034484708,5731.279342191126,2036915.7984464718,0.02013735,0.0008290072,0.27379537,0.088014,2640.553801663077,132284.6484087667,123.046875,0.0
ABBA -- The Winner Takes It All_6,0.1331104535237819,0.00706454690541646,2684.262157397072,791104.2411881848,5520.793530669954,1942211.936435658,0.023988454,0.0011487681,0.29300258,0.087094344,2577.794314863278,126396.0897092085,123.046875,0.0
ABBA -- The Winner Takes It All_7,0.14308623205481438,0.005691135449333786,2615.0967058760484,717264.076706861,5082.385508809455,1873687.1480163222,0.01930505,0.0009207427,0.318672,0.08532359,2439.09391687951,146273.40654836365,123.046875,0.0
ABBA -- The Winner Takes It All_8,0.12839361133265662,0.0038436700614556357,2608.8519729587333,488778.0674271375,5326.157855323739,1781421.2156619579,0.019456642,0.000611081,0.340259,0.08673909,2555.1882479807105,147721.83568402551,123.046875,0.0
ABBA -- The Winner Takes It All_9,0.11414565508990719,0.0026506062504646614,2643.264223097926,389322.72082104365,5666.542339988761,1491995.7904339584,0.025091603,0.0007015111,0.37083483,0.08957451,2664.389547962123,106606.51138589464,123.046875,0.0
ABBA -- The Winner Takes It All_10,0.11303880872969838,0.001965722874411066,2615.0118779115523,287471.6819465848,5628.559468351218,1223067.2543218029,0.02433746,0.00053154654,0.36714122,0.08763669,2653.035794676453,89633.17129285634,123.046875,0.0
ABBA -- The Winner Takes It All_11,0.12971117767546403,0.002806467825475658,2739.8045596554366,343267.7234178253,5763.379302766096,1274422.03308602,0.029392108,0.0008729248,0.36504427,0.08753484,2665.492831189162,101634.72671907325,129.19921875,0.0
ABBA -- The Winner Takes It All_12,0.1567762335049304,0.003197509504621208,2899.3090454998614,332815.4205357182,5846.601885377393,1205439.9322999667,0.035238028,0.001066258,0.38477162,0.083206184,2636.960703349014,104081.50817023954,129.19921875,0.0
ABBA -- The Winner Takes It All_13,0.16523901990284223,0.0034278137340886853,2961.025949548574,314627.7952108012,5909.80258596469,1139519.3338984216,0.038991313,0.0011682045,0.3887601,0.08277843,2640.7528308415567,92329.86111821594,129.19921875,0.0
ABBA -- The Winner Takes It All_14,0.14438737130220416,0.006204591592739031,2901.6388226407516,674751.8915329075,5977.412347284658,1874539.4690495895,0.036546595,0.0012755301,0.37398615,0.089583404,2699.7687121802287,131935.83372345197,129.19921875,0.0
ABBA -- The Winner Takes It All_15,0.11763612964037123,0.006240126792224333,2717.3201763122515,827819.4555643741,5751.163831387761,2298930.961597845,0.027005171,0.00090027915,0.35448718,0.09210713,2678.6596645722148,158707.82326250087,123.046875,0.0
ABBA -- The Winner Takes It All_16,0.12229009570765662,0.004480748982824582,2721.3065971017686,633561.0815515204,5752.325425291836,1909867.8253942844,0.027318345,0.0006580194,0.3648449,0.088075474,2676.980798756516,134166.25871425695,123.046875,0.0
ABBA -- The Winner Takes It All_17,0.14490454158207658,0.004024168508438804,2884.45519057082,493630.642308301,5960.263224378263,1513555.4129738752,0.038618855,0.0011279989,0.3888176,0.08404505,2697.2765563752605,108253.1477042329,129.19921875,0.0
ABBA -- The Winner Takes It All_18,0.16246963819605567,0.002353016225782671,2945.2276251383155,230286.11246039905,5866.373962260731,971515.4073315426,0.042461153,0.0010006955,0.39098513,0.08394257,2622.799372135214,80290.05309811252,129.19921875,0.0
ABBA -- The Winner Takes It All_19,0.16656508301914152,0.001738433347964645,2971.2757785866866,169657.1287077924,5889.00630800464,885677.5743665231,0.04356666,0.0009033518,0.38149092,0.08319236,2618.0264126693396,70859.48157140698,129.19921875,0.0
ABBA -- The Winner Takes It All_20,0.13431359665023201,0.005872686403881886,2567.897668319916,806791.7425338537,5065.573622842952,3123222.762565189,0.032330178,0.001302036,0.35029745,0.084767014,2454.1376650285,165107.48793471823,129.19921875,0.0
ABBA -- The Winner Takes It All_21,0.09307082457221577,0.00503626203023086,1969.1801475727916,769612.8356711082,3849.784493501668,2756376.714046237,0.013064103,0.0008501209,0.30772212,0.08706318,2133.7490654326607,174599.37123362964,129.19921875,0.0
ABBA -- The Winner Takes It All_22,0.0822147803074246,0.003090741246619924,1923.6114508256164,656918.5640217325,3918.455926669446,2460029.30070936,0.0097538205,0.0006680773,0.29216737,0.0872966,2098.3444308093785,219442.86361666882,129.19921875,0.0
ABBA -- The Winner Takes It All_23,0.1087009226363109,0.005125098657877818,2372.5513322133716,838682.9470757797,4844.333700016314,2728084.019181734,0.020325998,0.0009183756,0.30301484,0.08967064,2344.560297539655,240126.61844157646,129.19921875,0.0
ABBA -- The Winner Takes It All_24,0.14461338547708816,0.0030881165376806822,2751.399740351382,389429.36088032473,5474.142420651465,1314028.7234882861,0.0314147,0.00078583375,0.3116575,0.08968937,2502.926674526349,101358.05258394401,129.19921875,0.0
ABBA -- The Winner Takes It All_25,0.15758002827726217,0.0015114499597989257,2857.198984030218,133795.04791142495,5700.815605287486,651483.7500059379,0.039562687,0.00066459976,0.36814642,0.08557416,2564.525195905729,55804.588439497296,129.19921875,0.0
ABBA -- The Winner Takes It All_26,0.16236541110788863,0.0014889580435650729,2923.917559543406,138796.54265740904,5896.637855051842,624679.7461176581,0.046899848,0.0006755988,0.42982283,0.07602147,2631.1654846600973,47762.96355471181,129.19921875,0.0
ABBA -- The Winner Takes It All_27,0.16254894141531323,0.001362293175907975,2937.5249867265848,133966.97244601033,5915.860360625725,641162.9905754032,0.04773302,0.00061732705,0.43175897,0.0759682,2632.637165260926,46881.615430909726,129.19921875,0.0
ABBA -- The Winner Takes It All_28,0.16496372444170534,0.0015250238296654634,2951.8133429147038,157280.56796134252,5946.83619806772,763723.9229545114,0.048816737,0.0007320288,0.42967474,0.07550698,2643.4850619559033,55310.41584948898,129.19921875,0.0
All The Things She Said_1,0.11455855715749415,0.0027535877471838973,2213.3742052775865,1042220.27169249,4393.882876536885,5086469.82307365,0.023801818,0.00075065304,0.3303691,0.08860278,2019.8920337129032,928122.9013254399,123.046875,0.0
All The Things She Said_2,0.14400388359193736,0.0015600163192035826,2807.9432101930133,248842.0648001767,5745.955394204974,1326236.927654132,0.038160514,0.00076537294,0.4168179,0.0744982,2692.8754396952863,84265.65724960483,89.10290948275862,0.0
All The Things She Said_3,0.11554479045823667,0.0037456835559486396,2554.671767940414,774014.5376638946,5375.881568572361,3217808.5750657753,0.026800137,0.00080456183,0.40059045,0.08657554,2676.8368855094413,177622.8970621158,89.10290948275862,0.0
All The Things She Said_4,0.07662730205916474,0.00392527040844666,2197.622866199959,1217840.8755354194,4714.072809418503,5011522.703782236,0.01649361,0.00065633154,0.3472144,0.09909245,2568.9519397258496,310990.30313052336,89.10290948275862,0.0
All The Things She Said_5,0.07796412775522042,0.002850015432141641,2212.8614334936105,963358.4915633245,4813.008135377393,4391299.223087315,0.018168936,0.00063942827,0.3559214,0.09342014,2569.2620553199845,295911.7878616496,89.10290948275862,0.0
All The Things She Said_6,0.11261510295823667,0.002124333221090797,2589.272596538946,500014.59028108546,5506.567127909295,2651173.211316018,0.03289317,0.0007012987,0.42710525,0.07996969,2692.3260110363512,170882.97176188594,89.10290948275862,0.0
